epoch,train_loss,train_acc,val_loss,val_acc
39,0.160449,95.5556,0.430793,88.0952
40,0.052356,98.0952,0.275942,92.8571
41,0.034754,98.4127,0.210367,85.7143
42,0.044318,98.7302,0.362892,88.0952
43,0.039560,98.7302,0.209296,88.0952
44,0.044395,98.4127,0.282836,90.4762
45,0.047833,98.0952,0.352553,92.8571
46,0.020272,99.3651,0.706397,80.9524
47,0.015163,99.6825,0.408225,90.4762
48,0.006896,100.0000,0.265240,92.8571
49,0.005282,100.0000,0.180939,97.6190
50,0.005795,100.0000,0.196102,95.2381
51,0.023641,99.3651,0.356909,95.2381
52,0.012719,100.0000,0.336632,95.2381
53,0.019213,99.0476,0.263905,92.8571
54,0.013242,100.0000,0.254608,95.2381
55,0.039626,99.0476,0.766361,85.7143
56,0.015191,100.0000,0.257607,95.2381
57,0.006753,100.0000,0.175292,95.2381
58,0.003606,100.0000,0.162178,95.2381
59,0.005680,100.0000,0.216332,92.8571
60,0.008763,99.3651,0.288619,90.4762
61,0.024125,99.3651,0.226759,90.4762
62,0.040851,99.0476,0.243758,88.0952
63,0.045873,99.0476,1.093480,71.4286
64,0.040695,98.0952,0.822549,78.5714
65,0.136205,96.1905,0.362333,90.4762
66,0.027685,99.3651,0.153251,92.8571
67,0.020824,100.0000,0.103180,95.2381
68,0.009162,100.0000,0.080151,97.6190
69,0.015102,99.0476,0.211026,92.8571
70,0.003683,100.0000,0.386427,90.4762
71,0.009979,99.6825,0.242081,90.4762
72,0.015697,99.6825,0.232170,90.4762
73,0.013638,99.6825,0.198503,95.2381
74,0.011829,99.6825,0.280669,95.2381
0,1.947190,16.2162,1.949709,14.2857
1,1.730948,35.5212,2.047383,14.2857
2,1.559044,40.5405,2.890466,14.2857
3,1.302921,57.9151,3.127358,14.2857
4,1.083980,63.3205,4.472023,22.8571
5,0.942974,66.7954,1.491854,51.4286
6,0.754623,75.6757,1.131257,57.1429
7,0.669203,76.0618,2.423179,45.7143
8,0.518913,81.4672,3.417610,28.5714
9,0.558543,79.9228,1.716522,45.7143
10,0.406977,85.7143,5.097160,28.5714
11,0.375920,89.1892,2.349985,34.2857
12,0.290205,90.7336,1.504274,60.0000
13,0.291558,91.8919,1.985718,42.8571
14,0.300186,88.0309,1.049798,57.1429
15,0.435741,84.5560,1.699094,57.1429
16,0.290207,88.0309,2.097428,51.4286
17,0.292875,91.1197,1.574664,62.8571
18,0.277123,89.9614,0.527643,80.0000
19,0.207300,93.0502,0.542283,80.0000
20,0.143437,96.1390,0.530687,74.2857
21,0.103742,96.5251,0.326163,88.5714
22,0.146476,94.9807,0.413306,88.5714
23,0.087320,97.6834,0.627138,80.0000
24,0.290427,91.8919,1.197459,80.0000
25,0.243507,91.8919,1.214455,68.5714
26,0.232553,91.5058,3.610669,31.4286
27,0.164880,94.2085,0.838050,71.4286
28,0.114054,95.7529,0.929938,68.5714
29,0.214198,93.8224,4.787203,28.5714
30,0.165498,95.3668,2.294748,45.7143
31,0.205468,93.8224,2.569178,42.8571
32,0.183284,94.2085,4.680537,34.2857
33,0.200040,92.6641,0.512527,88.5714
34,0.108488,98.0695,1.152353,80.0000
35,0.196212,91.8919,1.369822,68.5714
36,0.209636,92.2780,3.139602,37.1429
37,0.226652,94.2085,0.375490,85.7143
38,0.278121,90.7336,1.656356,48.5714
39,0.401861,84.1699,2.280201,40.0000
40,0.406922,83.0116,1.546947,57.1429
41,0.285884,88.0309,0.967847,71.4286
42,0.233451,92.6641,0.450228,85.7143
43,0.127718,95.3668,0.655691,77.1429
44,0.243176,90.3475,2.646992,45.7143
45,0.222323,92.6641,0.495261,80.0000
46,0.165881,93.4363,0.167891,94.2857
47,0.132180,95.3668,0.300258,88.5714
48,0.057837,99.6139,0.419280,80.0000
49,0.041089,99.2278,0.251863,85.7143
50,0.027461,99.6139,0.224965,88.5714
51,0.029058,99.6139,0.238092,94.2857
52,0.050086,98.0695,0.133686,94.2857
53,0.030697,99.2278,0.124608,94.2857
54,0.164039,96.9112,0.468327,82.8571
55,0.038484,99.2278,0.169231,97.1429
56,0.115087,96.1390,0.401756,88.5714
57,0.054465,98.4556,0.695932,82.8571
58,0.199143,92.2780,0.797400,82.8571
59,0.070511,97.2973,0.958122,77.1429
60,0.077048,98.0695,0.291631,88.5714
61,0.053722,98.0695,0.240453,94.2857
62,0.040806,98.4556,0.248348,88.5714
63,0.018134,99.2278,0.458971,82.8571
64,0.034487,98.8417,0.436443,88.5714
65,0.072689,97.6834,0.705484,82.8571
66,0.214303,92.2780,0.609925,77.1429
67,0.047246,98.8417,0.543154,88.5714
68,0.065268,97.6834,0.370595,82.8571
69,0.069159,97.2973,0.177138,94.2857
70,0.020739,99.6139,0.270292,91.4286
71,0.021320,99.2278,0.478791,88.5714
72,0.180433,94.9807,0.715113,71.4286
73,0.090602,96.5251,0.751965,80.0000
74,0.062778,98.0695,0.308932,85.7143
75,0.032543,98.4556,0.184989,88.5714
76,0.084076,97.2973,0.197672,88.5714
77,0.102620,96.9112,2.111330,65.7143
78,0.226126,91.1197,0.892238,74.2857
79,0.088787,98.0695,1.343982,82.8571
80,0.156862,95.3668,0.578764,88.5714
0,1.949980,15.4440,1.947312,14.2857
1,1.749957,37.8378,1.965702,14.2857
2,1.651450,35.1351,2.088785,14.2857
3,1.491693,39.7683,2.166768,17.1429
4,1.414168,48.6486,1.490029,40.0000
5,1.133071,59.8456,3.500861,17.1429
6,1.241305,47.1042,1.398346,48.5714
7,0.986628,62.5483,3.141349,34.2857
8,1.066987,54.8263,5.100987,17.1429
9,1.017197,54.0541,0.865556,65.7143
10,0.821278,64.4788,1.768669,37.1429
11,0.788065,67.9537,1.291819,34.2857
12,0.700136,70.6564,1.782389,40.0000
13,0.690536,68.7259,2.296932,31.4286
14,0.639911,73.3591,1.191259,48.5714
15,0.597155,75.2896,1.162981,57.1429
16,0.523127,76.8340,2.181171,45.7143
17,0.493491,80.6950,2.386500,34.2857
18,0.538561,82.6255,2.297847,34.2857
19,0.466421,81.4672,2.301849,37.1429
20,0.406999,84.1699,1.475606,42.8571
21,0.461160,81.8533,2.297867,40.0000
22,0.375736,86.1004,3.028085,31.4286
23,0.533188,83.7838,3.497584,37.1429
24,0.559082,80.3089,4.142927,37.1429
25,0.466636,81.8533,3.128085,20.0000
26,0.316317,88.8031,3.006616,40.0000
27,0.433151,84.1699,1.135232,54.2857
28,0.272020,92.2780,2.610741,40.0000
29,0.208753,93.0502,2.266951,62.8571
30,0.231604,92.2780,2.880356,40.0000
31,0.271672,90.7336,1.661312,51.4286
32,0.317464,85.3282,3.011377,37.1429
33,0.474444,88.0309,7.231142,22.8571
34,0.285020,88.4170,2.466812,40.0000
0,1.873014,21.9512,1.990374,14.2857
1,1.593409,40.5923,2.730220,14.2857
2,1.278176,55.2265,2.066620,31.1688
3,1.029931,64.9826,3.811560,31.1688
4,1.003806,63.5889,4.445815,27.2727
5,0.839859,67.7700,1.916465,54.5455
6,0.717560,74.0418,1.444735,63.6364
7,0.517715,82.0557,0.980352,67.5325
8,0.481078,84.6690,1.735466,50.6494
9,0.364923,87.8049,1.767986,51.9481
10,0.349910,87.1080,5.056402,23.3766
11,0.415516,85.1916,1.996122,49.3506
12,0.365788,86.4111,1.448413,55.8442
13,0.283437,90.0697,1.403250,63.6364
14,0.269140,90.7666,1.292502,58.4416
15,0.255990,90.4181,1.254522,74.0260
16,0.204754,94.4251,1.226456,64.9351
17,0.151978,95.8188,1.175439,75.3247
18,0.100808,97.3868,1.292593,66.2338
19,0.118419,96.1672,0.631997,80.5195
20,0.173022,94.5993,2.174593,64.9351
21,0.105616,96.1672,1.958755,58.4416
22,0.129442,94.9477,1.813924,68.8312
23,0.187760,93.5540,1.646046,68.8312
24,0.128550,95.8188,1.538933,64.9351
25,0.110220,96.6899,4.070306,41.5584
26,0.086703,97.5610,1.078128,80.5195
27,0.146155,95.4704,1.567649,66.2338
28,0.076159,97.3868,1.108399,76.6234
29,0.103436,97.3868,1.294135,77.9221
30,0.062060,97.7352,2.208062,66.2338
31,0.086604,97.3868,2.722882,57.1429
32,0.101852,96.8641,2.499620,51.9481
33,0.132771,95.8188,3.210102,66.2338
34,0.074449,97.2125,1.188246,76.6234
35,0.067153,98.4321,0.879156,85.7143
36,0.029288,99.1289,1.136417,75.3247
37,0.027653,99.3031,0.889154,84.4156
38,0.020052,99.3031,0.803276,85.7143
39,0.038096,98.9547,0.981398,74.0260
40,0.017928,99.4774,1.034058,80.5195
41,0.019211,99.3031,0.888879,84.4156
42,0.014828,99.8258,0.770139,84.4156
43,0.012049,99.6516,0.918824,85.7143
44,0.015845,99.8258,0.894206,84.4156
45,0.011424,99.8258,0.864675,88.3117
46,0.009568,99.8258,0.825463,87.0130
47,0.043146,98.7805,1.032311,76.6234
48,0.047840,98.4321,1.517945,70.1299
49,0.082860,98.0836,2.182615,72.7273
50,0.097856,96.6899,1.608766,68.8312
51,0.082844,96.3415,1.198723,77.9221
52,0.110897,96.3415,1.157173,81.8182
53,0.085561,97.3868,2.498752,53.2468
54,0.078031,97.7352,1.196071,77.9221
55,0.045530,98.4321,1.326320,71.4286
56,0.062711,97.3868,2.633106,62.3377
57,0.076649,97.7352,1.176013,79.2208
58,0.080544,97.3868,0.852023,80.5195
59,0.048399,98.4321,1.292173,79.2208
60,0.074339,97.0383,1.014360,81.8182
61,0.059182,97.7352,0.525460,87.0130
62,0.029209,98.9547,0.905018,83.1169
63,0.021930,99.4774,1.081318,83.1169
64,0.026089,99.1289,0.856363,84.4156
65,0.011143,99.4774,0.656160,90.9091
66,0.029538,98.9547,0.573606,89.6104
67,0.021227,99.3031,1.336795,81.8182
68,0.024405,98.9547,1.048251,84.4156
69,0.033420,98.9547,0.924150,81.8182
70,0.024463,99.1289,0.770544,84.4156
71,0.061883,98.0836,1.242140,87.0130
72,0.054634,98.2578,3.618311,48.0519
73,0.040855,98.9547,1.505557,74.0260
74,0.029179,98.9547,0.903212,84.4156
75,0.013390,99.6516,1.060595,83.1169
76,0.010220,99.6516,0.987698,87.0130
77,0.012622,99.4774,0.792240,88.3117
78,0.016175,99.6516,0.649931,87.0130
79,0.014238,99.6516,0.711080,89.6104
80,0.006571,99.8258,1.346236,80.5195
81,0.009654,99.6516,0.957337,84.4156
82,0.020382,99.1289,1.238199,79.2208
83,0.025635,98.9547,0.899607,84.4156
84,0.023272,99.3031,0.623476,89.6104
85,0.019103,99.6516,0.986423,88.3117
86,0.016855,99.4774,2.112167,66.2338
87,0.012308,99.6516,1.371675,83.1169
88,0.009509,99.8258,1.166327,85.7143
89,0.017951,99.3031,1.521860,80.5195
90,0.026864,98.9547,1.434639,81.8182
0,1.883846,21.3685,2.021283,14.2857
1,1.672404,37.0948,1.784147,27.6786
2,1.500523,43.0972,2.340291,23.2143
3,1.282048,49.8199,1.276697,61.6071
4,1.100644,59.6639,1.764526,42.8571
5,0.970681,64.5858,1.213401,47.3214
6,0.901275,65.0660,2.264439,33.9286
7,0.875889,66.1465,1.114223,58.9286
8,0.711191,72.1489,1.105371,59.8214
9,0.620691,77.1909,1.810020,49.1071
10,0.695546,74.1897,1.361368,53.5714
11,0.557191,79.1116,1.594615,55.3571
12,0.633402,75.8703,1.640493,53.5714
13,0.476412,80.9124,2.041014,54.4643
14,0.496800,81.6327,1.428726,63.3929
15,0.461689,82.4730,3.959010,31.2500
16,0.369474,85.8343,1.072373,67.8571
17,0.364757,85.9544,1.642132,59.8214
18,0.425989,84.8739,1.059218,69.6429
19,0.415378,84.6339,1.377310,63.3929
20,0.386586,85.8343,1.822470,46.4286
21,0.237279,92.0768,0.653173,75.8929
22,0.256617,91.1164,1.096473,71.4286
23,0.191653,93.7575,1.324638,66.0714
24,0.218930,91.5966,2.260336,54.4643
25,0.153359,94.4778,1.354879,65.1786
26,0.174199,93.6375,1.537160,65.1786
27,0.247305,91.5966,1.323663,66.9643
28,0.254765,90.6363,1.851889,61.6071
29,0.299771,88.8355,6.912972,32.1429
30,0.256296,91.3565,1.379024,69.6429
31,0.220835,91.5966,1.297526,66.9643
32,0.140245,95.1981,0.842875,78.5714
33,0.184582,92.7971,1.006804,69.6429
34,0.188875,94.2377,1.265610,64.2857
35,0.127986,96.0384,1.658897,62.5000
36,0.117873,96.3986,0.954673,71.4286
37,0.140653,95.3181,2.413615,57.1429
38,0.158178,95.1981,1.650823,66.9643
39,0.180781,94.2377,1.065393,72.3214
40,0.179440,94.2377,1.135071,73.2143
41,0.206200,92.9172,1.465753,65.1786
42,0.167128,93.5174,1.318572,65.1786
43,0.151913,94.3577,1.334688,69.6429
44,0.094886,97.2389,0.951535,77.6786
45,0.100585,97.4790,1.024607,66.0714
46,0.085783,97.8391,1.489173,69.6429
47,0.112528,97.2389,0.669520,80.3571
48,0.140690,95.0780,1.236512,69.6429
49,0.125778,96.0384,1.542639,67.8571
50,0.044781,98.5594,0.786558,77.6786
51,0.023576,99.6399,0.916508,73.2143
52,0.023101,99.2797,0.649173,80.3571
53,0.070009,97.9592,1.101499,75.8929
54,0.132895,95.6783,2.419892,63.3929
55,0.148448,94.7179,1.216144,73.2143
56,0.101068,95.9184,1.070868,75.8929
57,0.137143,95.4382,1.474298,67.8571
58,0.104209,96.2785,1.521063,65.1786
59,0.121287,96.1585,1.649588,67.8571
60,0.132127,96.2785,1.475293,72.3214
61,0.153529,94.5978,1.979018,62.5000
62,0.143349,95.1981,1.067107,70.5357
63,0.140753,96.1585,1.196135,69.6429
64,0.139491,95.7983,2.005215,59.8214
65,0.095927,96.7587,1.252995,78.5714
66,0.091350,96.6387,1.304333,64.2857
67,0.101641,96.5186,1.375772,72.3214
68,0.062691,98.3193,1.244384,76.7857
69,0.073565,97.5990,1.108427,71.4286
70,0.050750,98.0792,1.204101,75.8929
71,0.057113,98.3193,0.916791,76.7857
72,0.029669,99.2797,1.337770,70.5357
0,1.947190,16.2162,1.949709,14.2857
1,1.730948,35.5212,2.047383,14.2857
2,1.559044,40.5405,2.890466,14.2857
3,1.302921,57.9151,3.127358,14.2857
4,1.083980,63.3205,4.472023,22.8571
5,0.942974,66.7954,1.491854,51.4286
6,0.754623,75.6757,1.131257,57.1429
7,0.669203,76.0618,2.423179,45.7143
8,0.518913,81.4672,3.417610,28.5714
9,0.558543,79.9228,1.716522,45.7143
10,0.406977,85.7143,5.097160,28.5714
11,0.375920,89.1892,2.349985,34.2857
12,0.290205,90.7336,1.504274,60.0000
13,0.291558,91.8919,1.985718,42.8571
14,0.300186,88.0309,1.049798,57.1429
15,0.435741,84.5560,1.699094,57.1429
16,0.290207,88.0309,2.097428,51.4286
17,0.292875,91.1197,1.574664,62.8571
18,0.277123,89.9614,0.527643,80.0000
19,0.207300,93.0502,0.542283,80.0000
20,0.143437,96.1390,0.530687,74.2857
21,0.103742,96.5251,0.326163,88.5714
22,0.146476,94.9807,0.413306,88.5714
23,0.087320,97.6834,0.627138,80.0000
24,0.290427,91.8919,1.197459,80.0000
25,0.243507,91.8919,1.214455,68.5714
26,0.232553,91.5058,3.610669,31.4286
27,0.164880,94.2085,0.838050,71.4286
28,0.114054,95.7529,0.929938,68.5714
29,0.214198,93.8224,4.787203,28.5714
30,0.165498,95.3668,2.294748,45.7143
31,0.205468,93.8224,2.569178,42.8571
32,0.183284,94.2085,4.680537,34.2857
33,0.200040,92.6641,0.512527,88.5714
34,0.108488,98.0695,1.152353,80.0000
35,0.196212,91.8919,1.369822,68.5714
36,0.209636,92.2780,3.139602,37.1429
37,0.226652,94.2085,0.375490,85.7143
38,0.278121,90.7336,1.656356,48.5714
39,0.401861,84.1699,2.280201,40.0000
40,0.406922,83.0116,1.546947,57.1429
41,0.285884,88.0309,0.967847,71.4286
42,0.233451,92.6641,0.450228,85.7143
43,0.127718,95.3668,0.655691,77.1429
44,0.243176,90.3475,2.646992,45.7143
45,0.222323,92.6641,0.495261,80.0000
46,0.165881,93.4363,0.167891,94.2857
47,0.132180,95.3668,0.300258,88.5714
48,0.057837,99.6139,0.419280,80.0000
49,0.041089,99.2278,0.251863,85.7143
50,0.027461,99.6139,0.224965,88.5714
51,0.029058,99.6139,0.238092,94.2857
52,0.050086,98.0695,0.133686,94.2857
53,0.030697,99.2278,0.124608,94.2857
54,0.164039,96.9112,0.468327,82.8571
55,0.038484,99.2278,0.169231,97.1429
56,0.115087,96.1390,0.401756,88.5714
57,0.054465,98.4556,0.695932,82.8571
58,0.199143,92.2780,0.797400,82.8571
59,0.070511,97.2973,0.958122,77.1429
60,0.077048,98.0695,0.291631,88.5714
61,0.053722,98.0695,0.240453,94.2857
62,0.040806,98.4556,0.248348,88.5714
63,0.018134,99.2278,0.458971,82.8571
64,0.034487,98.8417,0.436443,88.5714
65,0.072689,97.6834,0.705484,82.8571
66,0.214303,92.2780,0.609925,77.1429
67,0.047246,98.8417,0.543154,88.5714
68,0.065268,97.6834,0.370595,82.8571
69,0.069159,97.2973,0.177138,94.2857
70,0.020739,99.6139,0.270292,91.4286
71,0.021320,99.2278,0.478791,88.5714
72,0.180433,94.9807,0.715113,71.4286
73,0.090602,96.5251,0.751965,80.0000
74,0.062778,98.0695,0.308932,85.7143
75,0.032543,98.4556,0.184989,88.5714
76,0.084076,97.2973,0.197672,88.5714
77,0.102620,96.9112,2.111330,65.7143
78,0.226126,91.1197,0.892238,74.2857
79,0.088787,98.0695,1.343982,82.8571
80,0.156862,95.3668,0.578764,88.5714
0,1.947190,16.2162,1.949709,14.2857
1,1.730948,35.5212,2.047383,14.2857
2,1.559044,40.5405,2.890466,14.2857
3,1.302921,57.9151,3.127358,14.2857
4,1.083980,63.3205,4.472023,22.8571
5,0.942974,66.7954,1.491854,51.4286
6,0.754623,75.6757,1.131257,57.1429
7,0.669203,76.0618,2.423179,45.7143
8,0.518913,81.4672,3.417610,28.5714
9,0.558543,79.9228,1.716522,45.7143
10,0.406977,85.7143,5.097160,28.5714
11,0.375920,89.1892,2.349985,34.2857
12,0.290205,90.7336,1.504274,60.0000
13,0.291558,91.8919,1.985718,42.8571
14,0.300186,88.0309,1.049798,57.1429
15,0.435741,84.5560,1.699094,57.1429
16,0.290207,88.0309,2.097428,51.4286
17,0.292875,91.1197,1.574664,62.8571
18,0.277123,89.9614,0.527643,80.0000
19,0.207300,93.0502,0.542283,80.0000
20,0.143437,96.1390,0.530687,74.2857
21,0.103742,96.5251,0.326163,88.5714
22,0.146476,94.9807,0.413306,88.5714
23,0.087320,97.6834,0.627138,80.0000
24,0.290427,91.8919,1.197459,80.0000
25,0.243507,91.8919,1.214455,68.5714
26,0.232553,91.5058,3.610669,31.4286
27,0.164880,94.2085,0.838050,71.4286
28,0.114054,95.7529,0.929938,68.5714
29,0.214198,93.8224,4.787203,28.5714
30,0.165498,95.3668,2.294748,45.7143
31,0.205468,93.8224,2.569178,42.8571
32,0.183284,94.2085,4.680537,34.2857
33,0.200040,92.6641,0.512527,88.5714
34,0.108488,98.0695,1.152353,80.0000
35,0.196212,91.8919,1.369822,68.5714
36,0.209636,92.2780,3.139602,37.1429
37,0.226652,94.2085,0.375490,85.7143
38,0.278121,90.7336,1.656356,48.5714
39,0.401861,84.1699,2.280201,40.0000
40,0.406922,83.0116,1.546947,57.1429
41,0.285884,88.0309,0.967847,71.4286
42,0.233451,92.6641,0.450228,85.7143
43,0.127718,95.3668,0.655691,77.1429
44,0.243176,90.3475,2.646992,45.7143
45,0.222323,92.6641,0.495261,80.0000
46,0.165881,93.4363,0.167891,94.2857
47,0.132180,95.3668,0.300258,88.5714
48,0.057837,99.6139,0.419280,80.0000
49,0.041089,99.2278,0.251863,85.7143
50,0.027461,99.6139,0.224965,88.5714
51,0.029058,99.6139,0.238092,94.2857
52,0.050086,98.0695,0.133686,94.2857
53,0.030697,99.2278,0.124608,94.2857
54,0.164039,96.9112,0.468327,82.8571
55,0.038484,99.2278,0.169231,97.1429
56,0.115087,96.1390,0.401756,88.5714
57,0.054465,98.4556,0.695932,82.8571
58,0.199143,92.2780,0.797400,82.8571
59,0.070511,97.2973,0.958122,77.1429
60,0.077048,98.0695,0.291631,88.5714
61,0.053722,98.0695,0.240453,94.2857
62,0.040806,98.4556,0.248348,88.5714
63,0.018134,99.2278,0.458971,82.8571
64,0.034487,98.8417,0.436443,88.5714
65,0.072689,97.6834,0.705484,82.8571
66,0.214303,92.2780,0.609925,77.1429
67,0.047246,98.8417,0.543154,88.5714
68,0.065268,97.6834,0.370595,82.8571
69,0.069159,97.2973,0.177138,94.2857
70,0.020739,99.6139,0.270292,91.4286
71,0.021320,99.2278,0.478791,88.5714
72,0.180433,94.9807,0.715113,71.4286
73,0.090602,96.5251,0.751965,80.0000
74,0.062778,98.0695,0.308932,85.7143
75,0.032543,98.4556,0.184989,88.5714
76,0.084076,97.2973,0.197672,88.5714
77,0.102620,96.9112,2.111330,65.7143
78,0.226126,91.1197,0.892238,74.2857
79,0.088787,98.0695,1.343982,82.8571
80,0.156862,95.3668,0.578764,88.5714
0,1.947190,16.2162,1.949709,14.2857
1,1.730948,35.5212,2.047383,14.2857
2,1.559044,40.5405,2.890466,14.2857
3,1.302921,57.9151,3.127358,14.2857
4,1.083980,63.3205,4.472023,22.8571
5,0.942974,66.7954,1.491854,51.4286
6,0.754623,75.6757,1.131257,57.1429
7,0.669203,76.0618,2.423179,45.7143
8,0.518913,81.4672,3.417610,28.5714
9,0.558543,79.9228,1.716522,45.7143
10,0.406977,85.7143,5.097160,28.5714
11,0.375920,89.1892,2.349985,34.2857
12,0.290205,90.7336,1.504274,60.0000
13,0.291558,91.8919,1.985718,42.8571
14,0.300186,88.0309,1.049798,57.1429
15,0.435741,84.5560,1.699094,57.1429
16,0.290207,88.0309,2.097428,51.4286
17,0.292875,91.1197,1.574664,62.8571
18,0.277123,89.9614,0.527643,80.0000
19,0.207300,93.0502,0.542283,80.0000
20,0.143437,96.1390,0.530687,74.2857
21,0.103742,96.5251,0.326163,88.5714
22,0.146476,94.9807,0.413306,88.5714
23,0.087320,97.6834,0.627138,80.0000
24,0.290427,91.8919,1.197459,80.0000
25,0.243507,91.8919,1.214455,68.5714
26,0.232553,91.5058,3.610669,31.4286
27,0.164880,94.2085,0.838050,71.4286
28,0.114054,95.7529,0.929938,68.5714
29,0.214198,93.8224,4.787203,28.5714
30,0.165498,95.3668,2.294748,45.7143
31,0.205468,93.8224,2.569178,42.8571
32,0.183284,94.2085,4.680537,34.2857
33,0.200040,92.6641,0.512527,88.5714
34,0.108488,98.0695,1.152353,80.0000
35,0.196212,91.8919,1.369822,68.5714
36,0.209636,92.2780,3.139602,37.1429
37,0.226652,94.2085,0.375490,85.7143
38,0.278121,90.7336,1.656356,48.5714
39,0.401861,84.1699,2.280201,40.0000
40,0.406922,83.0116,1.546947,57.1429
41,0.285884,88.0309,0.967847,71.4286
